season,year,medal,country_code,country,games,sport,event_gender,event_name,Country Code,gdp_usd
Winter,2006,Bronze,NOR,Norway,2006 Turin,Ski Jumping,Men's,Normal Hill individual,NOR,0.9449500068158586
Winter,2006,Gold,AUT,Austria,2006 Turin,Ski Jumping,Men's,Large Hill individual,AUT,0.8934361659173438
Winter,2006,Silver,AUT,Austria,2006 Turin,Ski Jumping,Men's,Large Hill individual,AUT,0.8934361659173438
Winter,2006,Bronze,NOR,Norway,2006 Turin,Ski Jumping,Men's,Large Hill individual,NOR,0.9449500068158586
Winter,2006,Gold,AUT,Austria,2006 Turin,Ski Jumping,Men's,Large Hill team,AUT,0.8934361659173438
Winter,2006,Silver,FIN,Finland,2006 Turin,Ski Jumping,Men's,Large Hill team,FIN,0.8951537008652917
Winter,2006,Bronze,NOR,Norway,2006 Turin,Ski Jumping,Men's,Large Hill team,NOR,0.9449500068158586
Winter,2006,Gold,SUI,Switzerland,2006 Turin,Snowboard,Men's,Giant parallel slalom,CHE,0.9253904469107503
Winter,2006,Silver,SUI,Switzerland,2006 Turin,Snowboard,Men's,Giant parallel slalom,CHE,0.9253904469107503
Winter,2006,Bronze,AUT,Austria,2006 Turin,Snowboard,Men's,Giant parallel slalom,AUT,0.8934361659173438
Winter,2006,Gold,USA,United States,2006 Turin,Snowboard,Men's,Half-pipe,USA,0.904959523242674
Winter,2006,Silver,USA,United States,2006 Turin,Snowboard,Men's,Half-pipe,USA,0.904959523242674
Winter,2006,Bronze,FIN,Finland,2006 Turin,Snowboard,Men's,Half-pipe,FIN,0.8951537008652917
Winter,2006,Gold,USA,United States,2006 Turin,Snowboard,Men's,Snowboard Cross,USA,0.904959523242674
Winter,2006,Silver,SVK,Slovakia,2006 Turin,Snowboard,Men's,Snowboard Cross,SVK,0.7990388724380103
Winter,2006,Bronze,FRA,France,2006 Turin,Snowboard,Men's,Snowboard Cross,FRA,0.8847635937950701
Winter,2006,Gold,SUI,Switzerland,2006 Turin,Snowboard,Women's,Giant parallel slalom,CHE,0.9253904469107503
Winter,2006,Silver,GER,Germany,2006 Turin,Snowboard,Women's,Giant parallel slalom,DEU,0.8860230041338261
Winter,2006,Bronze,USA,United States,2006 Turin,Snowboard,Women's,Giant parallel slalom,USA,0.904959523242674
Winter,2006,Gold,USA,United States,2006 Turin,Snowboard,Women's,Half-pipe,USA,0.904959523242674
Winter,2006,Silver,USA,United States,2006 Turin,Snowboard,Women's,Half-pipe,USA,0.904959523242674
Winter,2006,Bronze,NOR,Norway,2006 Turin,Snowboard,Women's,Half-pipe,NOR,0.9449500068158586
Winter,2006,Gold,SUI,Switzerland,2006 Turin,Snowboard,Women's,Snowboard Cross,CHE,0.9253904469107503
Winter,2006,Silver,USA,United States,2006 Turin,Snowboard,Women's,Snowboard Cross,USA,0.904959523242674
Winter,2006,Bronze,CAN,Canada,2006 Turin,Snowboard,Women's,Snowboard Cross,CAN,0.8936899201356654
Winter,2006,Gold,USA,United States,2006 Turin,Speed skating,Men's,2x500m,USA,0.904959523242674
Winter,2006,Silver,RUS,Russian Federation,2006 Turin,Speed skating,Men's,2x500m,RUS,0.7448457009083824
Winter,2006,Bronze,KOR,Korea Republic,2006 Turin,Speed skating,Men's,2x500m,KOR,0.8445775148124643
Winter,2006,Gold,USA,United States,2006 Turin,Speed skating,Men's,1000m,USA,0.904959523242674
Winter,2006,Silver,USA,United States,2006 Turin,Speed skating,Men's,1000m,USA,0.904959523242674
Winter,2006,Bronze,NED,Netherlands,2006 Turin,Speed skating,Men's,1000m,NLD,0.9027877901052759
Winter,2006,Gold,ITA,Italy,2006 Turin,Speed skating,Men's,1500m,ITA,0.8777901989372123
Winter,2006,Silver,USA,United States,2006 Turin,Speed skating,Men's,1500m,USA,0.904959523242674
Winter,2006,Bronze,USA,United States,2006 Turin,Speed skating,Men's,1500m,USA,0.904959523242674
Winter,2006,Gold,USA,United States,2006 Turin,Speed skating,Men's,5000m,USA,0.904959523242674
Winter,2006,Silver,NED,Netherlands,2006 Turin,Speed skating,Men's,5000m,NLD,0.9027877901052759
Winter,2006,Bronze,ITA,Italy,2006 Turin,Speed skating,Men's,5000m,ITA,0.8777901989372123
Winter,2006,Gold,NED,Netherlands,2006 Turin,Speed skating,Men's,10000m,NLD,0.9027877901052759
Winter,2006,Silver,USA,United States,2006 Turin,Speed skating,Men's,10000m,USA,0.904959523242674
Winter,2006,Bronze,NED,Netherlands,2006 Turin,Speed skating,Men's,10000m,NLD,0.9027877901052759
Winter,2006,Gold,ITA,Italy,2006 Turin,Speed skating,Men's,Team pursuit,ITA,0.8777901989372123
Winter,2006,Silver,CAN,Canada,2006 Turin,Speed skating,Men's,Team pursuit,CAN,0.8936899201356654
Winter,2006,Bronze,NED,Netherlands,2006 Turin,Speed skating,Men's,Team pursuit,NLD,0.9027877901052759
Winter,2006,Gold,RUS,Russian Federation,2006 Turin,Speed skating,Women's,2x500m,RUS,0.7448457009083824
Winter,2006,Silver,CHN,China,2006 Turin,Speed skating,Women's,2x500m,CHN,0.645557238074568
Winter,2006,Bronze,CHN,China,2006 Turin,Speed skating,Women's,2x500m,CHN,0.645557238074568
Winter,2006,Gold,NED,Netherlands,2006 Turin,Speed skating,Women's,1000m,NLD,0.9027877901052759
Winter,2006,Silver,CAN,Canada,2006 Turin,Speed skating,Women's,1000m,CAN,0.8936899201356654
Winter,2006,Bronze,GER,Germany,2006 Turin,Speed skating,Women's,1000m,DEU,0.8860230041338261
Winter,2006,Gold,CAN,Canada,2006 Turin,Speed skating,Women's,1500m,CAN,0.8936899201356654
Winter,2006,Silver,CAN,Canada,2006 Turin,Speed skating,Women's,1500m,CAN,0.8936899201356654
Winter,2006,Bronze,NED,Netherlands,2006 Turin,Speed skating,Women's,1500m,NLD,0.9027877901052759
Winter,2006,Gold,NED,Netherlands,2006 Turin,Speed skating,Women's,3000m,NLD,0.9027877901052759
Winter,2006,Silver,NED,Netherlands,2006 Turin,Speed skating,Women's,3000m,NLD,0.9027877901052759
Winter,2006,Bronze,CAN,Canada,2006 Turin,Speed skating,Women's,3000m,CAN,0.8936899201356654
Winter,2006,Gold,CAN,Canada,2006 Turin,Speed skating,Women's,5000m,CAN,0.8936899201356654
Winter,2006,Silver,GER,Germany,2006 Turin,Speed skating,Women's,5000m,DEU,0.8860230041338261
Winter,2006,Bronze,CAN,Canada,2006 Turin,Speed skating,Women's,5000m,CAN,0.8936899201356654
Winter,2006,Gold,GER,Germany,2006 Turin,Speed skating,Women's,Team pursuit,DEU,0.8860230041338261
Winter,2006,Silver,CAN,Canada,2006 Turin,Speed skating,Women's,Team pursuit,CAN,0.8936899201356654
Winter,2006,Bronze,RUS,Russian Federation,2006 Turin,Speed skating,Women's,Team pursuit,RUS,0.7448457009083824
Winter,2010,Gold,USA,United States,2010 Vancouver,Alpine Skiing,Men's,Alpine combined,USA,0.8997707806872266
Winter,2010,Silver,CRO,Croatia,2010 Vancouver,Alpine Skiing,Men's,Alpine combined,HRV,0.7943108545820169
Winter,2010,Bronze,SUI,Switzerland,2010 Vancouver,Alpine Skiing,Men's,Alpine combined,CHE,0.9375549962183314
Winter,2010,Gold,ITA,Italy,2010 Vancouver,Alpine Skiing,Men's,slalom,ITA,0.8743452766749564
Winter,2010,Silver,CRO,Croatia,2010 Vancouver,Alpine Skiing,Men's,slalom,HRV,0.7943108545820169
Winter,2010,Bronze,SWE,Sweden,2010 Vancouver,Alpine Skiing,Men's,slalom,SWE,0.9062007476997966
Winter,2010,Gold,SUI,Switzerland,2010 Vancouver,Alpine Skiing,Men's,giant slalom,CHE,0.9375549962183314
Winter,2010,Silver,NOR,Norway,2010 Vancouver,Alpine Skiing,Men's,giant slalom,NOR,0.9493512007455537
Winter,2010,Bronze,NOR,Norway,2010 Vancouver,Alpine Skiing,Men's,giant slalom,NOR,0.9493512007455537
Winter,2010,Gold,NOR,Norway,2010 Vancouver,Alpine Skiing,Men's,super-G,NOR,0.9493512007455537
Winter,2010,Silver,USA,United States,2010 Vancouver,Alpine Skiing,Men's,super-G,USA,0.8997707806872266
Winter,2010,Bronze,USA,United States,2010 Vancouver,Alpine Skiing,Men's,super-G,USA,0.8997707806872266
Winter,2010,Gold,SUI,Switzerland,2010 Vancouver,Alpine Skiing,Men's,downhill,CHE,0.9375549962183314
Winter,2010,Silver,NOR,Norway,2010 Vancouver,Alpine Skiing,Men's,downhill,NOR,0.9493512007455537
Winter,2010,Bronze,USA,United States,2010 Vancouver,Alpine Skiing,Men's,downhill,USA,0.8997707806872266
Winter,2010,Gold,GER,Germany,2010 Vancouver,Alpine Skiing,Women's,Alpine combined,DEU,0.8883135579816023
Winter,2010,Silver,USA,United States,2010 Vancouver,Alpine Skiing,Women's,Alpine combined,USA,0.8997707806872266
Winter,2010,Bronze,SWE,Sweden,2010 Vancouver,Alpine Skiing,Women's,Alpine combined,SWE,0.9062007476997966
Winter,2010,Gold,GER,Germany,2010 Vancouver,Alpine Skiing,Women's,slalom,DEU,0.8883135579816023
Winter,2010,Silver,AUT,Austria,2010 Vancouver,Alpine Skiing,Women's,slalom,AUT,0.8962141070818777
Winter,2010,Bronze,CZE,Czech Republic,2010 Vancouver,Alpine Skiing,Women's,slalom,CZE,0.8263386609513238
Winter,2010,Gold,GER,Germany,2010 Vancouver,Alpine Skiing,Women's,giant slalom,DEU,0.8883135579816023
Winter,2010,Silver,SLO,Slovenia,2010 Vancouver,Alpine Skiing,Women's,giant slalom,SVN,0.8385118964459443
Winter,2010,Bronze,AUT,Austria,2010 Vancouver,Alpine Skiing,Women's,giant slalom,AUT,0.8962141070818777
Winter,2010,Gold,AUT,Austria,2010 Vancouver,Alpine Skiing,Women's,super-G,AUT,0.8962141070818777
Winter,2010,Silver,SLO,Slovenia,2010 Vancouver,Alpine Skiing,Women's,super-G,SVN,0.8385118964459443
Winter,2010,Bronze,USA,United States,2010 Vancouver,Alpine Skiing,Women's,super-G,USA,0.8997707806872266
Winter,2010,Gold,USA,United States,2010 Vancouver,Alpine Skiing,Women's,downhill,USA,0.8997707806872266
Winter,2010,Silver,USA,United States,2010 Vancouver,Alpine Skiing,Women's,downhill,USA,0.8997707806872266
Winter,2010,Bronze,AUT,Austria,2010 Vancouver,Alpine Skiing,Women's,downhill,AUT,0.8962141070818777
Winter,2010,Gold,FRA,France,2010 Vancouver,Biathlon,Men's,10km sprint,FRA,0.8848973130873505
Winter,2010,Silver,NOR,Norway,2010 Vancouver,Biathlon,Men's,10km sprint,NOR,0.9493512007455537
Winter,2010,Bronze,CRO,Croatia,2010 Vancouver,Biathlon,Men's,10km sprint,HRV,0.7943108545820169
Winter,2010,Gold,SWE,Sweden,2010 Vancouver,Biathlon,Men's,12.5km pursuit,SWE,0.9062007476997966
Winter,2010,Silver,AUT,Austria,2010 Vancouver,Biathlon,Men's,12.5km pursuit,AUT,0.8962141070818777
Winter,2010,Bronze,FRA,France,2010 Vancouver,Biathlon,Men's,12.5km pursuit,FRA,0.8848973130873505
Winter,2010,Gold,NOR,Norway,2010 Vancouver,Biathlon,Men's,20km individual,NOR,0.9493512007455537
Winter,2010,Silver,BLR,Belarus,2010 Vancouver,Biathlon,Men's,20km individual,BLR,0.7257755289449381
Winter,2010,Silver,NOR,Norway,2010 Vancouver,Biathlon,Men's,20km individual,NOR,0.9493512007455537
Winter,2010,Gold,RUS,Russian Federation,2010 Vancouver,Biathlon,Men's,15km mass start,RUS,0.7733292750565025
Winter,2010,Silver,FRA,France,2010 Vancouver,Biathlon,Men's,15km mass start,FRA,0.8848973130873505
Winter,2010,Bronze,SVK,Slovakia,2010 Vancouver,Biathlon,Men's,15km mass start,SVK,0.8116284362891821
Winter,2010,Gold,NOR,Norway,2010 Vancouver,Biathlon,Men's,4x7.5km relay,NOR,0.9493512007455537
Winter,2010,Silver,AUT,Austria,2010 Vancouver,Biathlon,Men's,4x7.5km relay,AUT,0.8962141070818777
Winter,2010,Bronze,RUS,Russian Federation,2010 Vancouver,Biathlon,Men's,4x7.5km relay,RUS,0.7733292750565025
Winter,2010,Gold,SVK,Slovakia,2010 Vancouver,Biathlon,Women's,7.5km sprint,SVK,0.8116284362891821
Winter,2010,Silver,GER,Germany,2010 Vancouver,Biathlon,Women's,7.5km sprint,DEU,0.8883135579816023
Winter,2010,Bronze,FRA,France,2010 Vancouver,Biathlon,Women's,7.5km sprint,FRA,0.8848973130873505
Winter,2010,Gold,GER,Germany,2010 Vancouver,Biathlon,Women's,10km pursuit,DEU,0.8883135579816023
Winter,2010,Silver,SVK,Slovakia,2010 Vancouver,Biathlon,Women's,10km pursuit,SVK,0.8116284362891821
Winter,2010,Bronze,FRA,France,2010 Vancouver,Biathlon,Women's,10km pursuit,FRA,0.8848973130873505
Winter,2010,Gold,NOR,Norway,2010 Vancouver,Biathlon,Women's,15km individual,NOR,0.9493512007455537
Winter,2010,Silver,KAZ,Kazakhstan,2010 Vancouver,Biathlon,Women's,15km individual,KAZ,0.7571602076578935
Winter,2010,Bronze,BLR,Belarus,2010 Vancouver,Biathlon,Women's,15km individual,BLR,0.7257755289449381
Winter,2010,Gold,GER,Germany,2010 Vancouver,Biathlon,Women's,12.5km mass start,DEU,0.8883135579816023
Winter,2010,Silver,RUS,Russian Federation,2010 Vancouver,Biathlon,Women's,12.5km mass start,RUS,0.7733292750565025
Winter,2010,Bronze,GER,Germany,2010 Vancouver,Biathlon,Women's,12.5km mass start,DEU,0.8883135579816023
Winter,2010,Gold,RUS,Russian Federation,2010 Vancouver,Biathlon,Women's,4x6km relay,RUS,0.7733292750565025
Winter,2010,Silver,FRA,France,2010 Vancouver,Biathlon,Women's,4x6km relay,FRA,0.8848973130873505
Winter,2010,Bronze,GER,Germany,2010 Vancouver,Biathlon,Women's,4x6km relay,DEU,0.8883135579816023
Winter,2010,Gold,GER,Germany,2010 Vancouver,Bobsleigh,Men's,two-man,DEU,0.8883135579816023
Winter,2010,Silver,GER,Germany,2010 Vancouver,Bobsleigh,Men's,two-man,DEU,0.8883135579816023
Winter,2010,Bronze,RUS,Russian Federation,2010 Vancouver,Bobsleigh,Men's,two-man,RUS,0.7733292750565025
Winter,2010,Gold,USA,United States,2010 Vancouver,Bobsleigh,Men's,four-man,USA,0.8997707806872266
Winter,2010,Silver,GER,Germany,2010 Vancouver,Bobsleigh,Men's,four-man,DEU,0.8883135579816023
Winter,2010,Bronze,CAN,Canada,2010 Vancouver,Bobsleigh,Men's,four-man,CAN,0.8978954292228192
Winter,2010,Gold,CAN,Canada,2010 Vancouver,Bobsleigh,Women's,two-woman,CAN,0.8978954292228192
Winter,2010,Silver,CAN,Canada,2010 Vancouver,Bobsleigh,Women's,two-woman,CAN,0.8978954292228192
Winter,2010,Bronze,USA,United States,2010 Vancouver,Bobsleigh,Women's,two-woman,USA,0.8997707806872266
Winter,2010,Gold,RUS,Russian Federation,2010 Vancouver,Cross Country Skiing,Men's,sprint 1.5km,RUS,0.7733292750565025
Winter,2010,Silver,RUS,Russian Federation,2010 Vancouver,Cross Country Skiing,Men's,sprint 1.5km,RUS,0.7733292750565025
Winter,2010,Bronze,NOR,Norway,2010 Vancouver,Cross Country Skiing,Men's,sprint 1.5km,NOR,0.9493512007455537
Winter,2010,Gold,SWE,Sweden,2010 Vancouver,Cross Country Skiing,Men's,Combined 15km + 15km mass start,SWE,0.9062007476997966
Winter,2010,Silver,GER,Germany,2010 Vancouver,Cross Country Skiing,Men's,Combined 15km + 15km mass start,DEU,0.8883135579816023
Winter,2010,Bronze,SWE,Sweden,2010 Vancouver,Cross Country Skiing,Men's,Combined 15km + 15km mass start,SWE,0.9062007476997966
Winter,2010,Gold,SUI,Switzerland,2010 Vancouver,Cross Country Skiing,Men's,15km,CHE,0.9375549962183314
Winter,2010,Silver,ITA,Italy,2010 Vancouver,Cross Country Skiing,Men's,15km,ITA,0.8743452766749564
Winter,2010,Bronze,CZE,Czech Republic,2010 Vancouver,Cross Country Skiing,Men's,15km,CZE,0.8263386609513238
Winter,2010,Gold,NOR,Norway,2010 Vancouver,Cross Country Skiing,Men's,50km mass start,NOR,0.9493512007455537
Winter,2010,Silver,GER,Germany,2010 Vancouver,Cross Country Skiing,Men's,50km mass start,DEU,0.8883135579816023
Winter,2010,Bronze,SWE,Sweden,2010 Vancouver,Cross Country Skiing,Men's,50km mass start,SWE,0.9062007476997966
Winter,2010,Gold,NOR,Norway,2010 Vancouver,Cross Country Skiing,Men's,Team Sprint,NOR,0.9493512007455537
Winter,2010,Silver,GER,Germany,2010 Vancouver,Cross Country Skiing,Men's,Team Sprint,DEU,0.8883135579816023
Winter,2010,Bronze,RUS,Russian Federation,2010 Vancouver,Cross Country Skiing,Men's,Team Sprint,RUS,0.7733292750565025
Winter,2010,Gold,SWE,Sweden,2010 Vancouver,Cross Country Skiing,Men's,4x10km relay,SWE,0.9062007476997966
Winter,2010,Silver,NOR,Norway,2010 Vancouver,Cross Country Skiing,Men's,4x10km relay,NOR,0.9493512007455537
Winter,2010,Bronze,CZE,Czech Republic,2010 Vancouver,Cross Country Skiing,Men's,4x10km relay,CZE,0.8263386609513238
Winter,2010,Gold,NOR,Norway,2010 Vancouver,Cross Country Skiing,Women's,sprint 1.5km,NOR,0.9493512007455537
Winter,2010,Silver,POL,Poland,2010 Vancouver,Cross Country Skiing,Women's,sprint 1.5km,POL,0.7869379791634599
Winter,2010,Bronze,SLO,Slovenia,2010 Vancouver,Cross Country Skiing,Women's,sprint 1.5km,SVN,0.8385118964459443
Winter,2010,Gold,NOR,Norway,2010 Vancouver,Cross Country Skiing,Women's,Combined 7.5km + 7.5km mass start,NOR,0.9493512007455537
Winter,2010,Silver,SWE,Sweden,2010 Vancouver,Cross Country Skiing,Women's,Combined 7.5km + 7.5km mass start,SWE,0.9062007476997966
Winter,2010,Bronze,POL,Poland,2010 Vancouver,Cross Country Skiing,Women's,Combined 7.5km + 7.5km mass start,POL,0.7869379791634599
Winter,2010,Gold,SWE,Sweden,2010 Vancouver,Cross Country Skiing,Women's,10km,SWE,0.9062007476997966
Winter,2010,Silver,EST,Estonia,2010 Vancouver,Cross Country Skiing,Women's,10km,EST,0.79979749170492
Winter,2010,Bronze,NOR,Norway,2010 Vancouver,Cross Country Skiing,Women's,10km,NOR,0.9493512007455537
Winter,2010,Gold,POL,Poland,2010 Vancouver,Cross Country Skiing,Women's,30km mass start,POL,0.7869379791634599
Winter,2010,Silver,NOR,Norway,2010 Vancouver,Cross Country Skiing,Women's,30km mass start,NOR,0.9493512007455537
Winter,2010,Bronze,FIN,Finland,2010 Vancouver,Cross Country Skiing,Women's,30km mass start,FIN,0.8960263584827941
Winter,2010,Gold,GER,Germany,2010 Vancouver,Cross Country Skiing,Women's,Team Sprint,DEU,0.8883135579816023
Winter,2010,Silver,SWE,Sweden,2010 Vancouver,Cross Country Skiing,Women's,Team Sprint,SWE,0.9062007476997966
Winter,2010,Bronze,RUS,Russian Federation,2010 Vancouver,Cross Country Skiing,Women's,Team Sprint,RUS,0.7733292750565025
Winter,2010,Gold,NOR,Norway,2010 Vancouver,Cross Country Skiing,Women's,4x5km relay,NOR,0.9493512007455537
Winter,2010,Silver,GER,Germany,2010 Vancouver,Cross Country Skiing,Women's,4x5km relay,DEU,0.8883135579816023
Winter,2010,Bronze,FIN,Finland,2010 Vancouver,Cross Country Skiing,Women's,4x5km relay,FIN,0.8960263584827941
Winter,2010,Gold,CAN,Canada,2010 Vancouver,Curling,Men's,curling,CAN,0.8978954292228192
Winter,2010,Silver,NOR,Norway,2010 Vancouver,Curling,Men's,curling,NOR,0.9493512007455537
Winter,2010,Bronze,SUI,Switzerland,2010 Vancouver,Curling,Men's,curling,CHE,0.9375549962183314
Winter,2010,Gold,SWE,Sweden,2010 Vancouver,Curling,Women's,curling,SWE,0.9062007476997966
Winter,2010,Silver,CAN,Canada,2010 Vancouver,Curling,Women's,curling,CAN,0.8978954292228192
Winter,2010,Bronze,CHN,China,2010 Vancouver,Curling,Women's,curling,CHN,0.7036712431521852
Winter,2010,Gold,USA,United States,2010 Vancouver,Figure skating,Men's,individual,USA,0.8997707806872266
Winter,2010,Silver,RUS,Russian Federation,2010 Vancouver,Figure skating,Men's,individual,RUS,0.7733292750565025
Winter,2010,Bronze,JPN,Japan,2010 Vancouver,Figure skating,Men's,individual,JPN,0.8932223103980383
Winter,2010,Gold,KOR,Korea Republic,2010 Vancouver,Figure skating,Women's,individual,KOR,0.8411202178487243
Winter,2010,Silver,JPN,Japan,2010 Vancouver,Figure skating,Women's,individual,JPN,0.8932223103980383
Winter,2010,Bronze,CAN,Canada,2010 Vancouver,Figure skating,Women's,individual,CAN,0.8978954292228192
Winter,2010,Gold,CHN,China,2010 Vancouver,Figure skating,Mixed,pairs,CHN,0.7036712431521852
Winter,2010,Silver,CHN,China,2010 Vancouver,Figure skating,Mixed,pairs,CHN,0.7036712431521852
Winter,2010,Bronze,GER,Germany,2010 Vancouver,Figure skating,Mixed,pairs,DEU,0.8883135579816023
Winter,2010,Gold,CAN,Canada,2010 Vancouver,Figure skating,Mixed,ice dancing,CAN,0.8978954292228192
Winter,2010,Silver,USA,United States,2010 Vancouver,Figure skating,Mixed,ice dancing,USA,0.8997707806872266
Winter,2010,Bronze,RUS,Russian Federation,2010 Vancouver,Figure skating,Mixed,ice dancing,RUS,0.7733292750565025
Winter,2010,Gold,BLR,Belarus,2010 Vancouver,Freestyle Skiing,Men's,aerials,BLR,0.7257755289449381
Winter,2010,Silver,USA,United States,2010 Vancouver,Freestyle Skiing,Men's,aerials,USA,0.8997707806872266
Winter,2010,Bronze,CHN,China,2010 Vancouver,Freestyle Skiing,Men's,aerials,CHN,0.7036712431521852
Winter,2010,Gold,CAN,Canada,2010 Vancouver,Freestyle Skiing,Men's,moguls,CAN,0.8978954292228192
Winter,2010,Silver,AUS,Australia,2010 Vancouver,Freestyle Skiing,Men's,moguls,AUS,0.9058370947427604
Winter,2010,Bronze,USA,United States,2010 Vancouver,Freestyle Skiing,Men's,moguls,USA,0.8997707806872266
Winter,2010,Gold,SUI,Switzerland,2010 Vancouver,Freestyle Skiing,Men's,Ski Cross,CHE,0.9375549962183314
Winter,2010,Silver,AUT,Austria,2010 Vancouver,Freestyle Skiing,Men's,Ski Cross,AUT,0.8962141070818777
Winter,2010,Bronze,NOR,Norway,2010 Vancouver,Freestyle Skiing,Men's,Ski Cross,NOR,0.9493512007455537
Winter,2010,Gold,AUS,Australia,2010 Vancouver,Freestyle Skiing,Women's,aerials,AUS,0.9058370947427604
Winter,2010,Silver,CHN,China,2010 Vancouver,Freestyle Skiing,Women's,aerials,CHN,0.7036712431521852
Winter,2010,Bronze,CHN,China,2010 Vancouver,Freestyle Skiing,Women's,aerials,CHN,0.7036712431521852
Winter,2010,Gold,USA,United States,2010 Vancouver,Freestyle Skiing,Women's,moguls,USA,0.8997707806872266
Winter,2010,Silver,CAN,Canada,2010 Vancouver,Freestyle Skiing,Women's,moguls,CAN,0.8978954292228192
Winter,2010,Bronze,USA,United States,2010 Vancouver,Freestyle Skiing,Women's,moguls,USA,0.8997707806872266
Winter,2010,Gold,CAN,Canada,2010 Vancouver,Freestyle Skiing,Women's,Ski Cross,CAN,0.8978954292228192
Winter,2010,Silver,NOR,Norway,2010 Vancouver,Freestyle Skiing,Women's,Ski Cross,NOR,0.9493512007455537
Winter,2010,Bronze,FRA,France,2010 Vancouver,Freestyle Skiing,Women's,Ski Cross,FRA,0.8848973130873505
Winter,2010,Gold,CAN,Canada,2010 Vancouver,Ice Hockey,Men's,ice hockey,CAN,0.8978954292228192
Winter,2010,Silver,USA,United States,2010 Vancouver,Ice Hockey,Men's,ice hockey,USA,0.8997707806872266
Winter,2010,Bronze,FIN,Finland,2010 Vancouver,Ice Hockey,Men's,ice hockey,FIN,0.8960263584827941
Winter,2010,Gold,CAN,Canada,2010 Vancouver,Ice Hockey,Women's,ice hockey,CAN,0.8978954292228192
Winter,2010,Silver,USA,United States,2010 Vancouver,Ice Hockey,Women's,ice hockey,USA,0.8997707806872266
Winter,2010,Bronze,FIN,Finland,2010 Vancouver,Ice Hockey,Women's,ice hockey,FIN,0.8960263584827941
Winter,2010,Gold,GER,Germany,2010 Vancouver,Luge,Men's,singles,DEU,0.8883135579816023
Winter,2010,Silver,GER,Germany,2010 Vancouver,Luge,Men's,singles,DEU,0.8883135579816023
Winter,2010,Bronze,ITA,Italy,2010 Vancouver,Luge,Men's,singles,ITA,0.8743452766749564
Winter,2010,Gold,GER,Germany,2010 Vancouver,Luge,Women's,singles,DEU,0.8883135579816023
Winter,2010,Silver,AUT,Austria,2010 Vancouver,Luge,Women's,singles,AUT,0.8962141070818777
Winter,2010,Bronze,GER,Germany,2010 Vancouver,Luge,Women's,singles,DEU,0.8883135579816023
Winter,2010,Gold,AUT,Austria,2010 Vancouver,Luge,Mixed,doubles,AUT,0.8962141070818777
Winter,2010,Silver,LAT,Latvia,2010 Vancouver,Luge,Mixed,doubles,LVA,0.777245719612557
Winter,2010,Bronze,GER,Germany,2010 Vancouver,Luge,Mixed,doubles,DEU,0.8883135579816023
Winter,2010,Gold,FRA,France,2010 Vancouver,Nordic Combined,Men's,individual,FRA,0.8848973130873505
Winter,2010,Silver,USA,United States,2010 Vancouver,Nordic Combined,Men's,individual,USA,0.8997707806872266
Winter,2010,Bronze,ITA,Italy,2010 Vancouver,Nordic Combined,Men's,individual,ITA,0.8743452766749564
Winter,2010,Gold,USA,United States,2010 Vancouver,Nordic Combined,Men's,Large Hill individual,USA,0.8997707806872266
Winter,2010,Silver,USA,United States,2010 Vancouver,Nordic Combined,Men's,Large Hill individual,USA,0.8997707806872266
Winter,2010,Bronze,AUT,Austria,2010 Vancouver,Nordic Combined,Men's,Large Hill individual,AUT,0.8962141070818777
Winter,2010,Gold,AUT,Austria,2010 Vancouver,Nordic Combined,Men's,team,AUT,0.8962141070818777
Winter,2010,Silver,USA,United States,2010 Vancouver,Nordic Combined,Men's,team,USA,0.8997707806872266
Winter,2010,Bronze,GER,Germany,2010 Vancouver,Nordic Combined,Men's,team,DEU,0.8883135579816023
Winter,2010,Gold,CAN,Canada,2010 Vancouver,Short Track Speed Skating,Men's,500m,CAN,0.8978954292228192
Winter,2010,Silver,KOR,Korea Republic,2010 Vancouver,Short Track Speed Skating,Men's,500m,KOR,0.8411202178487243
Winter,2010,Bronze,CAN,Canada,2010 Vancouver,Short Track Speed Skating,Men's,500m,CAN,0.8978954292228192
Winter,2010,Gold,KOR,Korea Republic,2010 Vancouver,Short Track Speed Skating,Men's,1000m,KOR,0.8411202178487243
Winter,2010,Silver,KOR,Korea Republic,2010 Vancouver,Short Track Speed Skating,Men's,1000m,KOR,0.8411202178487243
Winter,2010,Bronze,USA,United States,2010 Vancouver,Short Track Speed Skating,Men's,1000m,USA,0.8997707806872266
Winter,2010,Gold,KOR,Korea Republic,2010 Vancouver,Short Track Speed Skating,Men's,1500m,KOR,0.8411202178487243
Winter,2010,Silver,USA,United States,2010 Vancouver,Short Track Speed Skating,Men's,1500m,USA,0.8997707806872266
Winter,2010,Bronze,USA,United States,2010 Vancouver,Short Track Speed Skating,Men's,1500m,USA,0.8997707806872266
Winter,2010,Gold,CAN,Canada,2010 Vancouver,Short Track Speed Skating,Men's,5000m relay,CAN,0.8978954292228192
Winter,2010,Silver,KOR,Korea Republic,2010 Vancouver,Short Track Speed Skating,Men's,5000m relay,KOR,0.8411202178487243
Winter,2010,Bronze,USA,United States,2010 Vancouver,Short Track Speed Skating,Men's,5000m relay,USA,0.8997707806872266
Winter,2010,Gold,CHN,China,2010 Vancouver,Short Track Speed Skating,Women's,500m,CHN,0.7036712431521852
Winter,2010,Silver,CAN,Canada,2010 Vancouver,Short Track Speed Skating,Women's,500m,CAN,0.8978954292228192
