season,year,medal,country_code,country,games,sport,event_gender,event_name,Country Code,gdp_usd
Summer,1964,Silver,ITA,Italy,1964 Tokyo,Cycling Track,Men's,sprint individual,ITA,0.8525454020515671
Summer,1964,Bronze,FRA,France,1964 Tokyo,Cycling Track,Men's,sprint individual,FRA,0.8998629718572033
Summer,1964,Gold,TCH,Czechoslovakia,1964 Tokyo,Cycling Track,Men's,individual pursuit,CZE,
Summer,1964,Silver,ITA,Italy,1964 Tokyo,Cycling Track,Men's,individual pursuit,ITA,0.8525454020515671
Summer,1964,Bronze,DEN,Denmark,1964 Tokyo,Cycling Track,Men's,individual pursuit,DNK,0.9094492199826967
Summer,1964,Gold,BEL,Belgium,1964 Tokyo,Cycling Track,Men's,1km time trial,BEL,0.8888293835931067
Summer,1964,Silver,ITA,Italy,1964 Tokyo,Cycling Track,Men's,1km time trial,ITA,0.8525454020515671
Summer,1964,Bronze,FRA,France,1964 Tokyo,Cycling Track,Men's,1km time trial,FRA,0.8998629718572033
Summer,1964,Gold,ITA,Italy,1964 Tokyo,Cycling Track,Men's,2000m tandem,ITA,0.8525454020515671
Summer,1964,Silver,URS,USSR,1964 Tokyo,Cycling Track,Men's,2000m tandem,RUS,
Summer,1964,Bronze,EUA,Unified Team of Germany,1964 Tokyo,Cycling Track,Men's,2000m tandem,DEU,0.882685349871565
Summer,1964,Gold,EUA,Unified Team of Germany,1964 Tokyo,Cycling Track,Men's,Team Pursuit (4000m),DEU,0.882685349871565
Summer,1964,Silver,ITA,Italy,1964 Tokyo,Cycling Track,Men's,Team Pursuit (4000m),ITA,0.8525454020515671
Summer,1964,Bronze,NED,Netherlands,1964 Tokyo,Cycling Track,Men's,Team Pursuit (4000m),NLD,0.8849132987201154
Summer,1964,Gold,USA,United States,1964 Tokyo,Diving,Men's,3m springboard,USA,0.9754883139357838
Summer,1964,Silver,USA,United States,1964 Tokyo,Diving,Men's,3m springboard,USA,0.9754883139357838
Summer,1964,Bronze,USA,United States,1964 Tokyo,Diving,Men's,3m springboard,USA,0.9754883139357838
Summer,1964,Gold,USA,United States,1964 Tokyo,Diving,Men's,10m platform,USA,0.9754883139357838
Summer,1964,Silver,ITA,Italy,1964 Tokyo,Diving,Men's,10m platform,ITA,0.8525454020515671
Summer,1964,Bronze,USA,United States,1964 Tokyo,Diving,Men's,10m platform,USA,0.9754883139357838
Summer,1964,Gold,EUA,Unified Team of Germany,1964 Tokyo,Diving,Women's,3m springboard,DEU,0.882685349871565
Summer,1964,Silver,USA,United States,1964 Tokyo,Diving,Women's,3m springboard,USA,0.9754883139357838
Summer,1964,Bronze,USA,United States,1964 Tokyo,Diving,Women's,3m springboard,USA,0.9754883139357838
Summer,1964,Gold,USA,United States,1964 Tokyo,Diving,Women's,10m platform,USA,0.9754883139357838
Summer,1964,Silver,EUA,Unified Team of Germany,1964 Tokyo,Diving,Women's,10m platform,DEU,0.882685349871565
Summer,1964,Bronze,URS,USSR,1964 Tokyo,Diving,Women's,10m platform,RUS,
Summer,1964,Gold,SUI,Switzerland,1964 Tokyo,Equestrian Dressage,Mixed,individual,CHE,0.9438650162279688
Summer,1964,Silver,EUA,Unified Team of Germany,1964 Tokyo,Equestrian Dressage,Mixed,individual,DEU,0.882685349871565
Summer,1964,Bronze,URS,USSR,1964 Tokyo,Equestrian Dressage,Mixed,individual,RUS,
Summer,1964,Gold,EUA,Unified Team of Germany,1964 Tokyo,Equestrian Dressage,Mixed,team,DEU,0.882685349871565
Summer,1964,Silver,SUI,Switzerland,1964 Tokyo,Equestrian Dressage,Mixed,team,CHE,0.9438650162279688
Summer,1964,Bronze,URS,USSR,1964 Tokyo,Equestrian Dressage,Mixed,team,RUS,
Summer,1964,Gold,ITA,Italy,1964 Tokyo,Equestrian Eventing,Mixed,individual,ITA,0.8525454020515671
Summer,1964,Silver,ARG,Argentina,1964 Tokyo,Equestrian Eventing,Mixed,individual,ARG,0.8432253142758321
Summer,1964,Bronze,EUA,Unified Team of Germany,1964 Tokyo,Equestrian Eventing,Mixed,individual,DEU,0.882685349871565
Summer,1964,Gold,ITA,Italy,1964 Tokyo,Equestrian Eventing,Mixed,team,ITA,0.8525454020515671
Summer,1964,Silver,USA,United States,1964 Tokyo,Equestrian Eventing,Mixed,team,USA,0.9754883139357838
Summer,1964,Bronze,EUA,Unified Team of Germany,1964 Tokyo,Equestrian Eventing,Mixed,team,DEU,0.882685349871565
Summer,1964,Gold,FRA,France,1964 Tokyo,Equestrian Jumping,Mixed,individual,FRA,0.8998629718572033
Summer,1964,Silver,EUA,Unified Team of Germany,1964 Tokyo,Equestrian Jumping,Mixed,individual,DEU,0.882685349871565
Summer,1964,Bronze,GBR,Great Britain,1964 Tokyo,Equestrian Jumping,Mixed,individual,GBR,0.8904966132830848
Summer,1964,Gold,EUA,Unified Team of Germany,1964 Tokyo,Equestrian Jumping,Mixed,team,DEU,0.882685349871565
Summer,1964,Silver,FRA,France,1964 Tokyo,Equestrian Jumping,Mixed,team,FRA,0.8998629718572033
Summer,1964,Bronze,ITA,Italy,1964 Tokyo,Equestrian Jumping,Mixed,team,ITA,0.8525454020515671
Summer,1964,Gold,URS,USSR,1964 Tokyo,Fencing,Men's,épée individual,RUS,
Summer,1964,Silver,GBR,Great Britain,1964 Tokyo,Fencing,Men's,épée individual,GBR,0.8904966132830848
Summer,1964,Bronze,URS,USSR,1964 Tokyo,Fencing,Men's,épée individual,RUS,
Summer,1964,Gold,HUN,Hungary,1964 Tokyo,Fencing,Men's,épée team,HUN,
Summer,1964,Silver,ITA,Italy,1964 Tokyo,Fencing,Men's,épée team,ITA,0.8525454020515671
Summer,1964,Bronze,FRA,France,1964 Tokyo,Fencing,Men's,épée team,FRA,0.8998629718572033
Summer,1964,Gold,POL,Poland,1964 Tokyo,Fencing,Men's,foil individual,POL,
Summer,1964,Silver,FRA,France,1964 Tokyo,Fencing,Men's,foil individual,FRA,0.8998629718572033
Summer,1964,Bronze,FRA,France,1964 Tokyo,Fencing,Men's,foil individual,FRA,0.8998629718572033
Summer,1964,Gold,URS,USSR,1964 Tokyo,Fencing,Men's,foil team,RUS,
Summer,1964,Silver,POL,Poland,1964 Tokyo,Fencing,Men's,foil team,POL,
Summer,1964,Bronze,FRA,France,1964 Tokyo,Fencing,Men's,foil team,FRA,0.8998629718572033
Summer,1964,Gold,HUN,Hungary,1964 Tokyo,Fencing,Men's,sabre individual,HUN,
Summer,1964,Silver,FRA,France,1964 Tokyo,Fencing,Men's,sabre individual,FRA,0.8998629718572033
Summer,1964,Bronze,URS,USSR,1964 Tokyo,Fencing,Men's,sabre individual,RUS,
Summer,1964,Gold,URS,USSR,1964 Tokyo,Fencing,Men's,sabre team,RUS,
Summer,1964,Silver,ITA,Italy,1964 Tokyo,Fencing,Men's,sabre team,ITA,0.8525454020515671
Summer,1964,Bronze,POL,Poland,1964 Tokyo,Fencing,Men's,sabre team,POL,
Summer,1964,Gold,HUN,Hungary,1964 Tokyo,Fencing,Women's,foil individual,HUN,
Summer,1964,Silver,EUA,Unified Team of Germany,1964 Tokyo,Fencing,Women's,foil individual,DEU,0.882685349871565
Summer,1964,Bronze,ITA,Italy,1964 Tokyo,Fencing,Women's,foil individual,ITA,0.8525454020515671
Summer,1964,Gold,HUN,Hungary,1964 Tokyo,Fencing,Women's,foil team,HUN,
Summer,1964,Silver,URS,USSR,1964 Tokyo,Fencing,Women's,foil team,RUS,
Summer,1964,Bronze,EUA,Unified Team of Germany,1964 Tokyo,Fencing,Women's,foil team,DEU,0.882685349871565
Summer,1964,Gold,HUN,Hungary,1964 Tokyo,Football,Men's,football,HUN,
Summer,1964,Silver,TCH,Czechoslovakia,1964 Tokyo,Football,Men's,football,CZE,
Summer,1964,Bronze,EUA,Unified Team of Germany,1964 Tokyo,Football,Men's,football,DEU,0.882685349871565
Summer,1964,Gold,JPN,Japan,1964 Tokyo,Gymnastics Artistic,Men's,individual all-round,JPN,0.811682821941623
Summer,1964,Silver,JPN,Japan,1964 Tokyo,Gymnastics Artistic,Men's,individual all-round,JPN,0.811682821941623
Summer,1964,Silver,URS,USSR,1964 Tokyo,Gymnastics Artistic,Men's,individual all-round,RUS,
Summer,1964,Silver,URS,USSR,1964 Tokyo,Gymnastics Artistic,Men's,individual all-round,RUS,
Summer,1964,Gold,JPN,Japan,1964 Tokyo,Gymnastics Artistic,Men's,team competition,JPN,0.811682821941623
Summer,1964,Silver,URS,USSR,1964 Tokyo,Gymnastics Artistic,Men's,team competition,RUS,
Summer,1964,Bronze,EUA,Unified Team of Germany,1964 Tokyo,Gymnastics Artistic,Men's,team competition,DEU,0.882685349871565
Summer,1964,Gold,ITA,Italy,1964 Tokyo,Gymnastics Artistic,Men's,floor exercises,ITA,0.8525454020515671
Summer,1964,Silver,JPN,Japan,1964 Tokyo,Gymnastics Artistic,Men's,floor exercises,JPN,0.811682821941623
Summer,1964,Silver,URS,USSR,1964 Tokyo,Gymnastics Artistic,Men's,floor exercises,RUS,
Summer,1964,Gold,JPN,Japan,1964 Tokyo,Gymnastics Artistic,Men's,parallel bars,JPN,0.811682821941623
Summer,1964,Silver,JPN,Japan,1964 Tokyo,Gymnastics Artistic,Men's,parallel bars,JPN,0.811682821941623
Summer,1964,Bronze,ITA,Italy,1964 Tokyo,Gymnastics Artistic,Men's,parallel bars,ITA,0.8525454020515671
Summer,1964,Gold,JPN,Japan,1964 Tokyo,Gymnastics Artistic,Men's,vault,JPN,0.811682821941623
Summer,1964,Silver,URS,USSR,1964 Tokyo,Gymnastics Artistic,Men's,vault,RUS,
Summer,1964,Bronze,FIN,Finland,1964 Tokyo,Gymnastics Artistic,Men's,vault,FIN,0.8889390449634211
Summer,1964,Gold,JPN,Japan,1964 Tokyo,Gymnastics Artistic,Men's,rings,JPN,0.811682821941623
Summer,1964,Silver,ITA,Italy,1964 Tokyo,Gymnastics Artistic,Men's,rings,ITA,0.8525454020515671
Summer,1964,Bronze,URS,USSR,1964 Tokyo,Gymnastics Artistic,Men's,rings,RUS,
Summer,1964,Gold,YUG,Yugoslavia,1964 Tokyo,Gymnastics Artistic,Men's,pommel horse,SRB,
Summer,1964,Silver,JPN,Japan,1964 Tokyo,Gymnastics Artistic,Men's,pommel horse,JPN,0.811682821941623
Summer,1964,Bronze,URS,USSR,1964 Tokyo,Gymnastics Artistic,Men's,pommel horse,RUS,
Summer,1964,Gold,URS,USSR,1964 Tokyo,Gymnastics Artistic,Men's,horizontal bar,RUS,
Summer,1964,Silver,URS,USSR,1964 Tokyo,Gymnastics Artistic,Men's,horizontal bar,RUS,
Summer,1964,Bronze,YUG,Yugoslavia,1964 Tokyo,Gymnastics Artistic,Men's,horizontal bar,SRB,
Summer,1964,Gold,TCH,Czechoslovakia,1964 Tokyo,Gymnastics Artistic,Women's,individual all-round,CZE,
Summer,1964,Silver,URS,USSR,1964 Tokyo,Gymnastics Artistic,Women's,individual all-round,RUS,
Summer,1964,Bronze,URS,USSR,1964 Tokyo,Gymnastics Artistic,Women's,individual all-round,RUS,
Summer,1964,Gold,URS,USSR,1964 Tokyo,Gymnastics Artistic,Women's,team competition,RUS,
Summer,1964,Silver,TCH,Czechoslovakia,1964 Tokyo,Gymnastics Artistic,Women's,team competition,CZE,
Summer,1964,Bronze,JPN,Japan,1964 Tokyo,Gymnastics Artistic,Women's,team competition,JPN,0.811682821941623
Summer,1964,Gold,URS,USSR,1964 Tokyo,Gymnastics Artistic,Women's,floor exercises,RUS,
Summer,1964,Silver,URS,USSR,1964 Tokyo,Gymnastics Artistic,Women's,floor exercises,RUS,
Summer,1964,Bronze,HUN,Hungary,1964 Tokyo,Gymnastics Artistic,Women's,floor exercises,HUN,
Summer,1964,Gold,URS,USSR,1964 Tokyo,Gymnastics Artistic,Women's,uneven bars,RUS,
Summer,1964,Silver,HUN,Hungary,1964 Tokyo,Gymnastics Artistic,Women's,uneven bars,HUN,
Summer,1964,Bronze,URS,USSR,1964 Tokyo,Gymnastics Artistic,Women's,uneven bars,RUS,
Summer,1964,Gold,TCH,Czechoslovakia,1964 Tokyo,Gymnastics Artistic,Women's,vault,CZE,
Summer,1964,Silver,EUA,Unified Team of Germany,1964 Tokyo,Gymnastics Artistic,Women's,vault,DEU,0.882685349871565
Summer,1964,Silver,URS,USSR,1964 Tokyo,Gymnastics Artistic,Women's,vault,RUS,
Summer,1964,Gold,TCH,Czechoslovakia,1964 Tokyo,Gymnastics Artistic,Women's,balance beam,CZE,
Summer,1964,Silver,URS,USSR,1964 Tokyo,Gymnastics Artistic,Women's,balance beam,RUS,
Summer,1964,Bronze,URS,USSR,1964 Tokyo,Gymnastics Artistic,Women's,balance beam,RUS,
Summer,1964,Gold,IND,India,1964 Tokyo,Hockey,Men's,hockey,IND,0.5688415735928459
Summer,1964,Silver,PAK,Pakistan,1964 Tokyo,Hockey,Men's,hockey,PAK,0.5521445039107787
Summer,1964,Bronze,AUS,Australia,1964 Tokyo,Hockey,Men's,hockey,AUS,0.914301225434938
Summer,1964,Gold,JPN,Japan,1964 Tokyo,Judo,Men's,- 68kg (lightweight),JPN,0.811682821941623
Summer,1964,Silver,SUI,Switzerland,1964 Tokyo,Judo,Men's,- 68kg (lightweight),CHE,0.9438650162279688
Summer,1964,Bronze,URS,USSR,1964 Tokyo,Judo,Men's,- 68kg (lightweight),RUS,
Summer,1964,Bronze,URS,USSR,1964 Tokyo,Judo,Men's,- 68kg (lightweight),RUS,
Summer,1964,Gold,JPN,Japan,1964 Tokyo,Judo,Men's,68 - 80kg (middleweight),JPN,0.811682821941623
Summer,1964,Silver,EUA,Unified Team of Germany,1964 Tokyo,Judo,Men's,68 - 80kg (middleweight),DEU,0.882685349871565
Summer,1964,Bronze,KOR,Korea Republic,1964 Tokyo,Judo,Men's,68 - 80kg (middleweight),KOR,0.5751339968817615
Summer,1964,Bronze,USA,United States,1964 Tokyo,Judo,Men's,68 - 80kg (middleweight),USA,0.9754883139357838
Summer,1964,Gold,JPN,Japan,1964 Tokyo,Judo,Men's,+ 80kg (heavyweight),JPN,0.811682821941623
Summer,1964,Silver,CAN,Canada,1964 Tokyo,Judo,Men's,+ 80kg (heavyweight),CAN,0.9360579222994847
Summer,1964,Bronze,URS,USSR,1964 Tokyo,Judo,Men's,+ 80kg (heavyweight),RUS,
Summer,1964,Bronze,URS,USSR,1964 Tokyo,Judo,Men's,+ 80kg (heavyweight),RUS,
Summer,1964,Gold,NED,Netherlands,1964 Tokyo,Judo,Men's,open category,NLD,0.8849132987201154
Summer,1964,Silver,JPN,Japan,1964 Tokyo,Judo,Men's,open category,JPN,0.811682821941623
Summer,1964,Bronze,AUS,Australia,1964 Tokyo,Judo,Men's,open category,AUS,0.914301225434938
Summer,1964,Bronze,EUA,Unified Team of Germany,1964 Tokyo,Judo,Men's,open category,DEU,0.882685349871565
Summer,1964,Gold,HUN,Hungary,1964 Tokyo,Modern Pentathlon,Men's,individual competition,HUN,
Summer,1964,Silver,URS,USSR,1964 Tokyo,Modern Pentathlon,Men's,individual competition,RUS,
Summer,1964,Bronze,URS,USSR,1964 Tokyo,Modern Pentathlon,Men's,individual competition,RUS,
Summer,1964,Gold,URS,USSR,1964 Tokyo,Modern Pentathlon,Men's,team competition,RUS,
Summer,1964,Silver,USA,United States,1964 Tokyo,Modern Pentathlon,Men's,team competition,USA,0.9754883139357838
Summer,1964,Bronze,HUN,Hungary,1964 Tokyo,Modern Pentathlon,Men's,team competition,HUN,
Summer,1964,Gold,URS,USSR,1964 Tokyo,Rowing,Men's,single sculls (1x),RUS,
Summer,1964,Silver,EUA,Unified Team of Germany,1964 Tokyo,Rowing,Men's,single sculls (1x),DEU,0.882685349871565
Summer,1964,Bronze,SUI,Switzerland,1964 Tokyo,Rowing,Men's,single sculls (1x),CHE,0.9438650162279688
Summer,1964,Gold,URS,USSR,1964 Tokyo,Rowing,Men's,double sculls (2x),RUS,
Summer,1964,Silver,USA,United States,1964 Tokyo,Rowing,Men's,double sculls (2x),USA,0.9754883139357838
Summer,1964,Bronze,TCH,Czechoslovakia,1964 Tokyo,Rowing,Men's,double sculls (2x),CZE,
Summer,1964,Gold,CAN,Canada,1964 Tokyo,Rowing,Men's,pair without coxswain (2-),CAN,0.9360579222994847
Summer,1964,Silver,NED,Netherlands,1964 Tokyo,Rowing,Men's,pair without coxswain (2-),NLD,0.8849132987201154
Summer,1964,Bronze,EUA,Unified Team of Germany,1964 Tokyo,Rowing,Men's,pair without coxswain (2-),DEU,0.882685349871565
Summer,1964,Gold,USA,United States,1964 Tokyo,Rowing,Men's,pair-oared shell with coxswain,USA,0.9754883139357838
Summer,1964,Silver,FRA,France,1964 Tokyo,Rowing,Men's,pair-oared shell with coxswain,FRA,0.8998629718572033
Summer,1964,Bronze,NED,Netherlands,1964 Tokyo,Rowing,Men's,pair-oared shell with coxswain,NLD,0.8849132987201154
Summer,1964,Gold,DEN,Denmark,1964 Tokyo,Rowing,Men's,four without coxswain (4-),DNK,0.9094492199826967
Summer,1964,Silver,GBR,Great Britain,1964 Tokyo,Rowing,Men's,four without coxswain (4-),GBR,0.8904966132830848
Summer,1964,Bronze,USA,United States,1964 Tokyo,Rowing,Men's,four without coxswain (4-),USA,0.9754883139357838
Summer,1964,Gold,EUA,Unified Team of Germany,1964 Tokyo,Rowing,Men's,four-oared shell with coxswain,DEU,0.882685349871565
Summer,1964,Silver,ITA,Italy,1964 Tokyo,Rowing,Men's,four-oared shell with coxswain,ITA,0.8525454020515671
Summer,1964,Bronze,NED,Netherlands,1964 Tokyo,Rowing,Men's,four-oared shell with coxswain,NLD,0.8849132987201154
Summer,1964,Gold,USA,United States,1964 Tokyo,Rowing,Men's,eight with coxswain (8+),USA,0.9754883139357838
Summer,1964,Silver,EUA,Unified Team of Germany,1964 Tokyo,Rowing,Men's,eight with coxswain (8+),DEU,0.882685349871565
Summer,1964,Bronze,TCH,Czechoslovakia,1964 Tokyo,Rowing,Men's,eight with coxswain (8+),CZE,
Summer,1964,Gold,AUS,Australia,1964 Tokyo,Sailing,Mixed,5.5m,AUS,0.914301225434938
Summer,1964,Silver,SWE,Sweden,1964 Tokyo,Sailing,Mixed,5.5m,SWE,0.9533385288404645
Summer,1964,Bronze,USA,United States,1964 Tokyo,Sailing,Mixed,5.5m,USA,0.9754883139357838
Summer,1964,Gold,DEN,Denmark,1964 Tokyo,Sailing,Mixed,dragon,DNK,0.9094492199826967
Summer,1964,Silver,EUA,Unified Team of Germany,1964 Tokyo,Sailing,Mixed,dragon,DEU,0.882685349871565
Summer,1964,Bronze,USA,United States,1964 Tokyo,Sailing,Mixed,dragon,USA,0.9754883139357838
Summer,1964,Gold,EUA,Unified Team of Germany,1964 Tokyo,Sailing,Mixed,Finn - One Person Dinghy (Heavyweight),DEU,0.882685349871565
Summer,1964,Silver,USA,United States,1964 Tokyo,Sailing,Mixed,Finn - One Person Dinghy (Heavyweight),USA,0.9754883139357838
Summer,1964,Bronze,DEN,Denmark,1964 Tokyo,Sailing,Mixed,Finn - One Person Dinghy (Heavyweight),DNK,0.9094492199826967
Summer,1964,Gold,BAH,Bahamas,1964 Tokyo,Sailing,Mixed,two-person keelboat (Star),BHS,0.899377836542937
Summer,1964,Silver,USA,United States,1964 Tokyo,Sailing,Mixed,two-person keelboat (Star),USA,0.9754883139357838
Summer,1964,Bronze,SWE,Sweden,1964 Tokyo,Sailing,Mixed,two-person keelboat (Star),SWE,0.9533385288404645
Summer,1964,Gold,NZL,New Zealand,1964 Tokyo,Sailing,Mixed,flying dutchman,NZL,0.9483324294410458
Summer,1964,Silver,GBR,Great Britain,1964 Tokyo,Sailing,Mixed,flying dutchman,GBR,0.8904966132830848
Summer,1964,Bronze,USA,United States,1964 Tokyo,Sailing,Mixed,flying dutchman,USA,0.9754883139357838
Summer,1964,Gold,FIN,Finland,1964 Tokyo,Shooting,Men's,25m rapid fire pistol,FIN,0.8889390449634211
Summer,1964,Silver,ROU,Romania,1964 Tokyo,Shooting,Men's,25m rapid fire pistol,ROU,
Summer,1964,Bronze,TCH,Czechoslovakia,1964 Tokyo,Shooting,Men's,25m rapid fire pistol,CZE,
Summer,1964,Gold,FIN,Finland,1964 Tokyo,Shooting,Men's,50m pistol,FIN,0.8889390449634211
Summer,1964,Silver,USA,United States,1964 Tokyo,Shooting,Men's,50m pistol,USA,0.9754883139357838
Summer,1964,Bronze,JPN,Japan,1964 Tokyo,Shooting,Men's,50m pistol,JPN,0.811682821941623
Summer,1964,Gold,HUN,Hungary,1964 Tokyo,Shooting,Men's,50m rifle prone,HUN,
Summer,1964,Silver,USA,United States,1964 Tokyo,Shooting,Men's,50m rifle prone,USA,0.9754883139357838
Summer,1964,Bronze,USA,United States,1964 Tokyo,Shooting,Men's,50m rifle prone,USA,0.9754883139357838
Summer,1964,Gold,USA,United States,1964 Tokyo,Shooting,Men's,50m rifle 3 positions,USA,0.9754883139357838
Summer,1964,Silver,BUL,Bulgaria,1964 Tokyo,Shooting,Men's,50m rifle 3 positions,BGR,
Summer,1964,Bronze,HUN,Hungary,1964 Tokyo,Shooting,Men's,50m rifle 3 positions,HUN,
Summer,1964,Gold,USA,United States,1964 Tokyo,Shooting,Men's,300m free rifle 3 positions,USA,0.9754883139357838
Summer,1964,Silver,URS,USSR,1964 Tokyo,Shooting,Men's,300m free rifle 3 positions,RUS,
Summer,1964,Bronze,USA,United States,1964 Tokyo,Shooting,Men's,300m free rifle 3 positions,USA,0.9754883139357838
Summer,1964,Gold,ITA,Italy,1964 Tokyo,Shooting,Men's,Trap,ITA,0.8525454020515671
Summer,1964,Silver,URS,USSR,1964 Tokyo,Shooting,Men's,Trap,RUS,
Summer,1964,Bronze,USA,United States,1964 Tokyo,Shooting,Men's,Trap,USA,0.9754883139357838
Summer,1964,Gold,USA,United States,1964 Tokyo,Swimming,Men's,100m freestyle,USA,0.9754883139357838
Summer,1964,Silver,GBR,Great Britain,1964 Tokyo,Swimming,Men's,100m freestyle,GBR,0.8904966132830848
Summer,1964,Bronze,EUA,Unified Team of Germany,1964 Tokyo,Swimming,Men's,100m freestyle,DEU,0.882685349871565
Summer,1964,Gold,USA,United States,1964 Tokyo,Swimming,Men's,400m freestyle,USA,0.9754883139357838
Summer,1964,Silver,EUA,Unified Team of Germany,1964 Tokyo,Swimming,Men's,400m freestyle,DEU,0.882685349871565
Summer,1964,Bronze,AUS,Australia,1964 Tokyo,Swimming,Men's,400m freestyle,AUS,0.914301225434938
Summer,1964,Gold,AUS,Australia,1964 Tokyo,Swimming,Men's,1500m freestyle,AUS,0.914301225434938
Summer,1964,Silver,USA,United States,1964 Tokyo,Swimming,Men's,1500m freestyle,USA,0.9754883139357838
Summer,1964,Bronze,AUS,Australia,1964 Tokyo,Swimming,Men's,1500m freestyle,AUS,0.914301225434938
Summer,1964,Gold,AUS,Australia,1964 Tokyo,Swimming,Men's,200m breaststroke,AUS,0.914301225434938
Summer,1964,Silver,URS,USSR,1964 Tokyo,Swimming,Men's,200m breaststroke,RUS,
Summer,1964,Bronze,USA,United States,1964 Tokyo,Swimming,Men's,200m breaststroke,USA,0.9754883139357838
Summer,1964,Gold,AUS,Australia,1964 Tokyo,Swimming,Men's,200m butterfly,AUS,0.914301225434938
Summer,1964,Silver,USA,United States,1964 Tokyo,Swimming,Men's,200m butterfly,USA,0.9754883139357838
Summer,1964,Bronze,USA,United States,1964 Tokyo,Swimming,Men's,200m butterfly,USA,0.9754883139357838
Summer,1964,Gold,USA,United States,1964 Tokyo,Swimming,Men's,200m backstroke,USA,0.9754883139357838
Summer,1964,Silver,USA,United States,1964 Tokyo,Swimming,Men's,200m backstroke,USA,0.9754883139357838
Summer,1964,Bronze,USA,United States,1964 Tokyo,Swimming,Men's,200m backstroke,USA,0.9754883139357838
Summer,1964,Gold,USA,United States,1964 Tokyo,Swimming,Men's,400m individual medley,USA,0.9754883139357838
Summer,1964,Silver,USA,United States,1964 Tokyo,Swimming,Men's,400m individual medley,USA,0.9754883139357838
Summer,1964,Bronze,EUA,Unified Team of Germany,1964 Tokyo,Swimming,Men's,400m individual medley,DEU,0.882685349871565
Summer,1964,Gold,USA,United States,1964 Tokyo,Swimming,Men's,4x100m freestyle relay,USA,0.9754883139357838
Summer,1964,Silver,EUA,Unified Team of Germany,1964 Tokyo,Swimming,Men's,4x100m freestyle relay,DEU,0.882685349871565
Summer,1964,Bronze,AUS,Australia,1964 Tokyo,Swimming,Men's,4x100m freestyle relay,AUS,0.914301225434938
Summer,1964,Gold,USA,United States,1964 Tokyo,Swimming,Men's,4x200m freestyle relay,USA,0.9754883139357838
Summer,1964,Silver,EUA,Unified Team of Germany,1964 Tokyo,Swimming,Men's,4x200m freestyle relay,DEU,0.882685349871565
Summer,1964,Bronze,JPN,Japan,1964 Tokyo,Swimming,Men's,4x200m freestyle relay,JPN,0.811682821941623
Summer,1964,Gold,USA,United States,1964 Tokyo,Swimming,Men's,4x100m medley relay,USA,0.9754883139357838
Summer,1964,Silver,EUA,Unified Team of Germany,1964 Tokyo,Swimming,Men's,4x100m medley relay,DEU,0.882685349871565
Summer,1964,Bronze,AUS,Australia,1964 Tokyo,Swimming,Men's,4x100m medley relay,AUS,0.914301225434938
Summer,1964,Gold,AUS,Australia,1964 Tokyo,Swimming,Women's,100m freestyle,AUS,0.914301225434938
Summer,1964,Silver,USA,United States,1964 Tokyo,Swimming,Women's,100m freestyle,USA,0.9754883139357838
Summer,1964,Bronze,USA,United States,1964 Tokyo,Swimming,Women's,100m freestyle,USA,0.9754883139357838
Summer,1964,Gold,USA,United States,1964 Tokyo,Swimming,Women's,400m freestyle,USA,0.9754883139357838
Summer,1964,Silver,USA,United States,1964 Tokyo,Swimming,Women's,400m freestyle,USA,0.9754883139357838
Summer,1964,Bronze,USA,United States,1964 Tokyo,Swimming,Women's,400m freestyle,USA,0.9754883139357838
Summer,1964,Gold,URS,USSR,1964 Tokyo,Swimming,Women's,200m breaststroke,RUS,
Summer,1964,Silver,USA,United States,1964 Tokyo,Swimming,Women's,200m breaststroke,USA,0.9754883139357838
Summer,1964,Bronze,URS,USSR,1964 Tokyo,Swimming,Women's,200m breaststroke,RUS,
Summer,1964,Gold,USA,United States,1964 Tokyo,Swimming,Women's,100m butterfly,USA,0.9754883139357838
Summer,1964,Silver,NED,Netherlands,1964 Tokyo,Swimming,Women's,100m butterfly,NLD,0.8849132987201154
Summer,1964,Bronze,USA,United States,1964 Tokyo,Swimming,Women's,100m butterfly,USA,0.9754883139357838
Summer,1964,Gold,USA,United States,1964 Tokyo,Swimming,Women's,100m backstroke,USA,0.9754883139357838
Summer,1964,Silver,FRA,France,1964 Tokyo,Swimming,Women's,100m backstroke,FRA,0.8998629718572033
Summer,1964,Bronze,USA,United States,1964 Tokyo,Swimming,Women's,100m backstroke,USA,0.9754883139357838
Summer,1964,Gold,USA,United States,1964 Tokyo,Swimming,Women's,400m individual medley,USA,0.9754883139357838
Summer,1964,Silver,USA,United States,1964 Tokyo,Swimming,Women's,400m individual medley,USA,0.9754883139357838
Summer,1964,Bronze,USA,United States,1964 Tokyo,Swimming,Women's,400m individual medley,USA,0.9754883139357838
Summer,1964,Gold,USA,United States,1964 Tokyo,Swimming,Women's,4x100m freestyle relay,USA,0.9754883139357838
Summer,1964,Silver,AUS,Australia,1964 Tokyo,Swimming,Women's,4x100m freestyle relay,AUS,0.914301225434938
Summer,1964,Bronze,NED,Netherlands,1964 Tokyo,Swimming,Women's,4x100m freestyle relay,NLD,0.8849132987201154
Summer,1964,Gold,USA,United States,1964 Tokyo,Swimming,Women's,4x100m medley relay,USA,0.9754883139357838
Summer,1964,Silver,NED,Netherlands,1964 Tokyo,Swimming,Women's,4x100m medley relay,NLD,0.8849132987201154
Summer,1964,Bronze,URS,USSR,1964 Tokyo,Swimming,Women's,4x100m medley relay,RUS,
